ICD,Flag,ICDString,CCSCode,CCSString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString
393,9,Chronic rheumatic pericarditis,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
394,9,Diseases of mitral valve,96,Heart valve disorders,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
395,9,Diseases of aortic valve,96,Heart valve disorders,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
396,9,Diseases of mitral and aortic valves,96,Heart valve disorders,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
397,9,Diseases of other endocardial structures,96,Heart valve disorders,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
398,9,Other rheumatic heart disease,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
401,9,Essential hypertension,99,Hypertension with complications and secondary hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension
402,9,Hypertensive heart disease,99,Hypertension with complications and secondary hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension
403,9,Hypertensive chronic kidney disease,99,Hypertension with complications and secondary hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension
404,9,Hypertensive heart and chronic kidney disease,99,Hypertension with complications and secondary hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension
405,9,Secondary hypertension,99,Hypertension with complications and secondary hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension,7,Diseases of the circulatory system,7.1,Hypertension
410,9,Acute myocardial infarction,100,Acute myocardial infarction,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
411,9,Other acute and subacute forms of ischemic heart disease,101,Coronary atherosclerosis and other heart disease,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
412,9,Old myocardial infarction,101,Coronary atherosclerosis and other heart disease,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
413,9,Angina pectoris,101,Coronary atherosclerosis and other heart disease,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
414,9,Other forms of chronic ischemic heart disease,101,Coronary atherosclerosis and other heart disease,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
415,9,Acute pulmonary heart disease,103,Pulmonary heart disease,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
416,9,Chronic pulmonary heart disease,103,Pulmonary heart disease,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
417,9,Other diseases of pulmonary circulation,103,Pulmonary heart disease,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
420,9,Acute pericarditis,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
421,9,Acute and subacute endocarditis,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
422,9,Acute myocarditis,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
423,9,Other diseases of pericardium,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
424,9,Other diseases of endocardium,96,Heart valve disorders,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
425,9,Cardiomyopathy,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
426,9,Conduction disorders,105,Conduction disorders,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
427,9,Cardiac dysrhythmias,106,Cardiac dysrhythmias,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
428,9,Heart failure,108,Congestive heart failure; nonhypertensive,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
429,9,Ill-defined descriptions and complications of heart disease,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart,7,Diseases of the circulatory system,7.2,Diseases of the heart
430,9,Subarachnoid hemorrhage,109,Acute cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
431,9,Intracerebral hemorrhage,109,Acute cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
432,9,Other and unspecified intracranial hemorrhage,109,Acute cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
433,9,Occlusion and stenosis of precerebral arteries,110,Occlusion or stenosis of precerebral arteries,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
434,9,Occlusion of cerebral arteries,109,Acute cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
435,9,Transient cerebral ischemia,112,Transient cerebral ischemia,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
436,9,"Acute, but ill-defined cerebrovascular disease",109,Acute cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
437,9,Other and ill-defined cerebrovascular disease,111,Other and ill-defined cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
438,9,Late effects of cerebrovascular disease,113,Late effects of cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease,7,Diseases of the circulatory system,7.3,Cerebrovascular disease
440,9,Atherosclerosis,114,Peripheral and visceral atherosclerosis,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries
441,9,Aortic aneurysm and dissection,115,Aortic; peripheral; and visceral artery aneurysms,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries
442,9,Other aneurysm,115,Aortic; peripheral; and visceral artery aneurysms,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries,7,Diseases of the circulatory system,7.4,Diseases of arteries; arterioles; and capillaries
